title,url
Electronic Toys - Buy Electronic Toys online at best prices - Flipkart.com,https://www.flipkart.com/q/electronic-toys
Crocs Shoes - Buy Crocs Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/crocs-shoes
Converse Shoes - Buy Converse Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/converse-shoes
Designer Curtains - Buy Designer Curtains online at best prices - Flipkart.com,https://www.flipkart.com/q/designer-curtains
Dell Laptops - Buy Dell Laptops online at best prices - Flipkart.com,https://www.flipkart.com/q/dell-laptops
Diamond Earrings - Buy Diamond Earrings online at best prices - Flipkart.com,https://www.flipkart.com/q/diamond-earrings
Designer Watches - Buy Designer Watches online at best prices - Flipkart.com,https://www.flipkart.com/q/designer-watches
Comfit Shoes - Buy Comfit Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/comfit-shoes
Casual Shoes Online - Buy Casual Shoes at India's Best Online Shopping Site,https://www.flipkart.com/q/casual-shoes
Carlo Rossi Shoes - Buy Carlo Rossi Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/carlo-rossi-shoes
Cargos - Buy Cargo pants for Men Online at India's Best Online Shopping Store - Cargos Store | Flipkart.com,https://www.flipkart.com/q/cargos
Casual shirts for men's online - Flipkart.com,https://www.flipkart.com/q/casual-shirts
Cobblerz Shoes - Buy Cobblerz Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/cobblerz-shoes
Clarks Shoes - Buy Clarks Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/clarks-shoes
Canon Dslr Cameras - Shop Canon Dslr Cameras Online at India's Best Online Shopping site Flipkart.com,https://www.flipkart.com/q/canon-dslr-cameras
Casio Sports - Buy Casio Sports online at best prices - Flipkart.com,https://www.flipkart.com/q/casio-sports
Carlton London Shoes - Buy Carlton London Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/carlton-london-shoes
Canon Cameras - Buy Canon Digital Cameras Online at India's Best Shopping Flipkart.com,https://www.flipkart.com/q/canon-cameras
Blue Watches - Buy Blue Watches online at best prices - Flipkart.com,https://www.flipkart.com/q/blue-watches
Breast Pumps - Buy Breast Milk Pumps Online In India At Best Prices - Flipkart.com,https://www.flipkart.com/q/breast-pumps
Bridal Makeup Kits - Buy Bridal Makeup Kits online at best prices - Flipkart.com,https://www.flipkart.com/q/bridal-makeup-kits
Bluetooth Speakers - Buy Bluetooth Speakers Online at Best Prices in India | Flipkart.com,https://www.flipkart.com/q/bluetooth-speakers
Blackberry Curve Mobiles - Buy Blackberry Curve Mobiles online at best prices - Flipkart.com,https://www.flipkart.com/q/blackberry-curve-mobiles
Campus Shoes - Buy Campus Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/campus-shoes
Boots - Buy Boots online at best prices - Flipkart.com,https://www.flipkart.com/q/boots
Birthday Gifts - Buy Birthday Gifts Online at India's Best Online Shopping Store - Birthday Gifts Store | Flipkart.com,https://www.flipkart.com/q/birthday-gifts
Blackberrys Shirts - Buy Blackberrys Shirts online at best prices - Flipkart.com,https://www.flipkart.com/q/blackberrys-shirts
Blackberry Mobiles - Buy Blackberry Mobiles online at best prices - Flipkart.com,https://www.flipkart.com/q/blackberry-mobiles
Blackberry Bold Mobiles - Buy Blackberry Bold Mobiles online at best prices - Flipkart.com,https://www.flipkart.com/q/blackberry-bold-mobiles
Blackberrys Trouser - Buy Blackberrys Trouser online at best prices - Flipkart.com,https://www.flipkart.com/q/blackberrys-trouser
Baby Wipes - Buy Baby Wipes online at best prices - Flipkart.com,https://www.flipkart.com/q/baby-wipes
"Bata Shoes - Buy Bata Shoes Online For Men, Women & Kids At Best Prices In India - Flipkart.com",https://www.flipkart.com/q/bata-shoes
Baby Furnitures - Buy Baby Furnitures online at best prices - Flipkart.com,https://www.flipkart.com/q/baby-furnitures
Baby Gear - Buy Baby Gear online at best prices - Flipkart.com,https://www.flipkart.com/q/baby-gear
Baby Diaper Bags - Buy Baby Diaper Bags online at best prices - Flipkart.com,https://www.flipkart.com/q/baby-diaper-bags
Asus Tablets - Buy Latest Asus Tablets Online at India's Best Online Shopping Store - Flipkart.com,https://www.flipkart.com/q/asus-tablets
Arrow Shoes - Buy Arrow Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/arrow-shoes
Baby Feeding - Buy Baby Feeding online at best prices - Flipkart.com,https://www.flipkart.com/q/baby-feeding
Baby Bedding Store - Buy Baby Bedding Products Online at India's Best Online Shopping Store - Flipkart.com,https://www.flipkart.com/q/baby-bedding
At Studio Shoes - Buy At Studio Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/at-studio-shoes
Baby Diapers - Buy Baby Diapers online at best prices - Flipkart.com,https://www.flipkart.com/q/baby-diapers
Apple Mobile - Buy Apple Mobile Phones Online at best Price In India - Flipkart.com,https://www.flipkart.com/q/apple-mobiles
Automatic Watches - Buy Automatic Watches online at best prices - Flipkart.com,https://www.flipkart.com/q/automatic-watches
Aluminium Wallet - Buy Aluminium Wallet online at best prices - Flipkart.com,https://www.flipkart.com/q/aluminium-wallet
Arrow Shirts - Buy Arrow Shirts online at best prices - Flipkart.com,https://www.flipkart.com/q/arrow-shirts
Alienware Laptops - Buy Alienware Laptops online at best prices - Flipkart.com,https://www.flipkart.com/q/alienware-laptops
American Swan Shoes - Buy American Swan Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/american-swan-shoes
Apple ipad  - Buy Apple iPad Tablets Online at India's Best Online Shopping Store - Apple Tablets Store - Flipkart.com,https://www.flipkart.com/q/apple-tablets
Alberto Torresi Shoes - Buy Alberto Torresi Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/alberto-torresi-shoes
Adidas Golf Shoes - Buy Adidas Golf Shoes Online at Best Prices in India,https://www.flipkart.com/q/adidas-golf-shoes
Allen Solly Shoes - Buy Allen Solly Shoes online at best prices - Flipkart.com,https://www.flipkart.com/q/allen-solly-shoes
Anarkalis Online at India's Best Online Shopping Store - Flipkart.com,https://www.flipkart.com/q/anarkalis
